Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
146,-150,1680,1685,0.183105,0.411987,0.350952,0,0.0610352,34,0.0152588,0.0305176,3,100
147,-151,1638,1653,0.213623,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,100
148,-152,1638,1652,0.183105,0.427246,0.350952,0,0.0762939,35,0,0.0305176,3,100
149,-153,1680,1680,0.198364,0.396729,0.335693,0.0152588,0.0610352,35,0.0152588,0.0152588,3,100
150,-154,1680,1648,0.152588,0.442505,0.366211,0,0.0762939,35,0,0.0305176,3,99
151,-155,1638,1631,0.198364,0.411987,0.350952,0.0152588,0.0610352,35,0,0.0305176,3,99
152,-156.001,1680,1667,0.183105,0.411987,0.350952,0,0.0610352,36,0.0152588,0.0305176,3,99
153,-157,1680,1639,0.198364,0.396729,0.335693,0.0152588,0.0610352,36,0.0152588,0.0152588,3,99
154,-158.001,1680,1661,0.183105,0.411987,0.350952,0,0.0610352,36,0.0152588,0.0305176,3,99
155,-159,1724,1586,0.152588,0.427246,0.350952,0,0.0762939,36,0,0.0305176,3,99
156,-160,1680,1661,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,99
157,-161,1680,1657,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,99
158,-162,1680,1685,0.213623,0.38147,0.320435,0.0152588,0.0610352,34,0.0152588,0.0152588,3,99
159,-163,1680,1675,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,99
160,-164,1638,1680,0.167847,0.442505,0.366211,0,0.0762939,35,0,0.0305176,3,99
161,-165,1680,1630,0.198364,0.396729,0.335693,0.0152588,0.0610352,35,0.0152588,0.0152588,3,99
162,-166,1598,1627,0.167847,0.457764,0.38147,0,0.0762939,36,0,0.0305176,3,100
163,-167.001,1680,1653,0.183105,0.411987,0.350952,0,0.0610352,35,0.0152588,0.0305176,3,100
164,-168,1638,1675,0.213623,0.396729,0.335693,0.0152588,0.0610352,35,0.0152588,0.0152588,3,100
165,-169,1680,1658,0.198364,0.396729,0.335693,0,0.0610352,34,0.0152588,0.0305176,3,100
166,-170,1598,1663,0.244141,0.38147,0.320435,0.0152588,0.0610352,34,0.0152588,0.0152588,3,100
167,-171,1680,1680,0.167847,0.427246,0.350952,0,0.0762939,34,0,0.0305176,3,100
168,-172,1638,1652,0.198364,0.411987,0.350952,0,0.0610352,34,0.0152588,0.0305176,3,101
169,-173,1638,1632,0.198364,0.411987,0.350952,0,0.0610352,34,0.0152588,0.0305176,3,101
170,-174,1638,1675,0.183105,0.427246,0.350952,0,0.0762939,35,0,0.0305176,3,101
171,-175,1680,1641,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,101
172,-176,1680,1634,0.198364,0.396729,0.335693,0,0.0610352,33,0.0152588,0.0305176,3,101
173,-177,1724,1639,0.167847,0.411987,0.350952,0,0.0610352,33,0,0.0305176,3,101
174,-178.001,1680,1661,0.213623,0.38147,0.320435,0.0152588,0.0610352,32,0.0152588,0.0152588,3,101
175,-179,1680,1680,0.167847,0.427246,0.366211,0,0.0610352,33,0,0.0305176,3,101
176,-180,1680,1675,0.198364,0.396729,0.335693,0.0152588,0.0610352,33,0.0152588,0.0152588,3,102
177,-181,1680,1676,0.198364,0.396729,0.335693,0.0152588,0.0610352,32,0.0152588,0.0152588,3,102
178,-182,1680,1653,0.183105,0.411987,0.335693,0,0.0762939,32,0.0152588,0.0152588,3,102
179,-183,1638,1670,0.213623,0.396729,0.335693,0.0152588,0.0610352,31,0.0152588,0.0152588,3,102
180,-184,1680,1649,0.198364,0.396729,0.335693,0.0152588,0.0610352,32,0.0152588,0.0152588,3,102
181,-185,1680,1666,0.167847,0.427246,0.350952,0,0.0762939,32,0,0.0305176,3,102
182,-186.001,1680,1627,0.183105,0.411987,0.335693,0,0.0762939,32,0.0152588,0.0152588,3,102
183,-187,1724,1653,0.183105,0.396729,0.335693,0.0152588,0.0610352,32,0.0152588,0.0152588,3,102
184,-188.001,1598,1635,0.213623,0.411987,0.335693,0.0152588,0.0762939,35,0.0152588,0.0152588,3,102
185,-189,1680,1632,0.198364,0.396729,0.335693,0.0152588,0.0610352,35,0.0152588,0.0152588,3,102
186,-190,1680,1652,0.183105,0.411987,0.350952,0.0152588,0.0610352,37,0,0.0305176,3,102
187,-191,1638,1666,0.198364,0.411987,0.350952,0.0152588,0.0610352,37,0,0.0305176,3,102
188,-192,1680,1636,0.183105,0.411987,0.350952,0,0.0610352,37,0,0.0305176,3,102
189,-193,1680,1625,0.183105,0.411987,0.350952,0,0.0610352,37,0.0152588,0.0305176,3,102
190,-194.001,1638,1617,0.213623,0.396729,0.335693,0.0152588,0.0610352,37,0.0152588,0.0152588,3,102
191,-195,1638,1622,0.198364,0.411987,0.350952,0,0.0610352,38,0.0152588,0.0305176,3,102
192,-196,1456,1618,0.259399,0.427246,0.366211,0,0.0610352,36,0.0152588,0.0305176,3,102
193,-197,1680,1657,0.198364,0.396729,0.335693,0.0152588,0.0610352,37,0.0152588,0.0152588,3,102
194,-198,1724,1670,0.183105,0.396729,0.335693,0.0152588,0.0610352,36,0.0152588,0.0152588,3,102
195,-199,1680,1649,0.167847,0.427246,0.350952,0,0.0762939,36,0,0.0305176,3,102
196,-200,1680,1612,0.152588,0.442505,0.366211,0,0.0762939,35,0,0.0305176,3,102
197,-201.001,1638,1618,0.198364,0.411987,0.350952,0,0.0610352,35,0.0152588,0.0305176,3,102
198,-202.004,1337,1553,0.305176,0.442505,0.366211,0,0.0762939,35,0,0.0305176,3,102
199,-203,1680,1638,0.198364,0.396729,0.335693,0.0152588,0.0610352,35,0.0152588,0.0152588,3,101
200,-204.001,1598,1671,0.183105,0.442505,0.366211,0,0.0762939,35,0.0152588,0.0305176,3,101
201,-205,1598,1600,0.213623,0.411987,0.350952,0.0152588,0.0610352,35,0.0152588,0.0152588,3,101
202,-206,1638,1652,0.167847,0.442505,0.38147,0,0.0610352,33,0,0.0305176,3,101
203,-207,1680,1624,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,101
204,-208,1680,1641,0.198364,0.396729,0.335693,0.0152588,0.0610352,34,0.0152588,0.0152588,3,101
205,-209,1724,1648,0.183105,0.396729,0.335693,0,0.0610352,34,0.0152588,0.0305176,3,101
206,-210,1680,1631,0.183105,0.411987,0.350952,0,0.0610352,34,0.0152588,0.0305176,3,101
207,-211,1598,1644,0.198364,0.427246,0.366211,0,0.0610352,35,0,0.0305176,3,101
208,-212,1638,1667,0.213623,0.396729,0.335693,0.0152588,0.0610352,36,0.0152588,0.0152588,3,101
209,-213,1680,1599,0.167847,0.427246,0.350952,0,0.0762939,36,0,0.0305176,3,101
210,-214,1680,1626,0.183105,0.411987,0.350952,0,0.0610352,35,0.0152588,0.0305176,3,101
211,-215,1598,1622,0.167847,0.457764,0.396729,0,0.0610352,34,0,0.0305176,3,101
212,-216,1680,1653,0.183105,0.411987,0.350952,0,0.0610352,34,0,0.0305176,3,101
213,-217,1598,1670,0.183105,0.442505,0.38147,0,0.0610352,34,0,0.0305176,3,101
214,-218,1489,1602,0.259399,0.411987,0.350952,0,0.0610352,37,0.0152588,0.0305176,3,100
215,-219,1456,1652,0.228882,0.457764,0.38147,0,0.0762939,38,0,0.0305176,3,100
216,-220,1680,1675,0.198364,0.396729,0.335693,0.0152588,0.0610352,37,0.0152588,0.0152588,3,100
217,-221,1680,1661,0.183105,0.411987,0.350952,0.0152588,0.0610352,36,0,0.0305176,3,100
218,-222.001,1680,1647,0.198364,0.396729,0.335693,0.0152588,0.0610352,38,0.0152588,0.0152588,3,101
219,-223,1638,1648,0.198364,0.411987,0.350952,0,0.0610352,38,0.0152588,0.0305176,3,102
220,-224,1680,1614,0.198364,0.396729,0.335693,0.0152588,0.0610352,36,0.0152588,0.0152588,3,102
221,-225.001,1638,1634,0.183105,0.427246,0.366211,0.0152588,0.0610352,36,0,0.0305176,3,103
222,-226,1560,1640,0.198364,0.442505,0.38147,0.0152588,0.0610352,37,0,0.0305176,3,103
223,-227,1680,1630,0.198364,0.396729,0.335693,0.0152588,0.0610352,37,0.0152588,0.0152588,3,104
224,-228,1680,1617,0.152588,0.442505,0.366211,0,0.0762939,37,0,0.0305176,3,104
225,-229.001,1598,1581,0.183105,0.442505,0.38147,0.0152588,0.0610352,36,0,0.0305176,3,104
226,-230,1680,1621,0.198364,0.396729,0.335693,0.0152588,0.0610352,36,0.0152588,0.0152588,3,104
227,-231.001,1638,1587,0.198364,0.411987,0.350952,0.0152588,0.0610352,38,0,0.0305176,3,103
228,-232,1680,1625,0.152588,0.442505,0.366211,0,0.0762939,37,0,0.0305176,3,103
229,-233,1680,1594,0.183105,0.411987,0.350952,0.0152588,0.0610352,37,0,0.0305176,3,103
230,-234.001,1680,1652,0.198364,0.396729,0.335693,0.0152588,0.0610352,37,0.0152588,0.0152588,3,103
231,-235,1724,1593,0.152588,0.427246,0.350952,0,0.0762939,34,0,0.0305176,3,103
232,-236,1724,1628,0.167847,0.411987,0.350952,0,0.0610352,34,0,0.0305176,3,103
233,-237,1724,1675,0.198364,0.38147,0.320435,0,0.0610352,33,0.0152588,0.0152588,3,103
234,-238.001,1638,1626,0.198364,0.411987,0.350952,0,0.0610352,33,0.0152588,0.0305176,3,103
235,-239.001,1638,1632,0.167847,0.442505,0.366211,0,0.0762939,33,0,0.0305176,3,103
236,-240,1638,1648,0.167847,0.442505,0.366211,0,0.0762939,33,0,0.0305176,3,103
237,-241,1524,1573,0.228882,0.427246,0.366211,0.0152588,0.0610352,33,0.0152588,0.0152588,3,103
238,-242,1489,1574,0.213623,0.457764,0.396729,0,0.0610352,33,0.0152588,0.0305176,3,103
239,-243,1638,1626,0.167847,0.442505,0.366211,0,0.0762939,33,0,0.0305176,3,103
240,-244,1680,1652,0.167847,0.427246,0.366211,0,0.0610352,33,0,0.0305176,3,103
