Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
235,-239,267,274,0.793457,2.94495,1.57166,0.0152588,1.37329,68,0.610352,0.12207,3,99
236,-239.998,248,297,1.08337,2.94495,2.02942,0.0152588,0.915527,69,0.930786,0.350952,3,99
237,-240.997,302,284,0.747681,2.56348,1.60217,0.0152588,0.961304,66,0.564575,0.106812,3,99
238,-242,228,244,1.72424,2.65503,1.86157,0.0152588,0.793457,65,0.473022,0.12207,3,99
239,-243,253,281,1.49536,2.45667,1.34277,0.0305176,1.11389,64,0.717163,0.289917,3,99
240,-243.998,229,265,0.961304,3.40271,1.35803,0.0457764,2.04468,65,0.564575,0.12207,3,99
241,-244.998,307,265,0.701904,2.54822,1.67847,0.0152588,0.869751,65,0.534058,0.106812,3,98
242,-245.998,243,259,0.900269,3.20435,1.64795,0.0152588,1.5564,65,0.62561,0.12207,3,98
243,-246.997,241,167,2.45667,1.67847,1.00708,0.0305176,0.671387,67,0.427246,0.0915527,3,99
244,-247.997,276,262,1.84631,1.77002,0.991821,0.0152588,0.778198,66,0.488281,0.0915527,3,99
245,-248.998,217,266,1.77002,2.83813,1.32751,0.0305176,1.51062,67,0.62561,0.106812,3,100
246,-249.998,289,238,1.2207,2.22778,1.06812,0.0152588,1.15967,66,0.488281,0.0915527,3,100
247,-250.997,185,268,1.23596,4.16565,2.21252,0.0305176,1.95312,66,0.793457,0.137329,3,100
248,-252,253,258,1.11389,2.83813,1.60217,0.0305176,1.23596,68,0.915527,0.137329,3,100
