Seconds Elapsed,Z Coordinate,FPS,Average FPS,CPU Time (ms),GPU Time (ms),3D Object Rendering (ms),Text Calculation (ms),Text Rendering (ms),Trees Count,Tree Calculation (ms),Tree Rendering (ms),Wolf Count,Sheep Count
225,-228.999,606,587,0.717163,0.930786,0.717163,0.0305176,0.213623,70,0.305176,0.0610352,3,105
226,-229.998,618,630,0.640869,0.976562,0.762939,0.0152588,0.213623,70,0.289917,0.0610352,3,105
227,-231,618,611,0.640869,0.976562,0.762939,0.0152588,0.213623,71,0.305176,0.0610352,3,105
228,-231.999,624,617,0.640869,0.961304,0.732422,0.0152588,0.228882,71,0.289917,0.0610352,3,105
229,-232.999,550,592,0.686646,1.12915,0.854492,0.0152588,0.274658,73,0.289917,0.0610352,3,105
230,-233.998,624,614,0.595093,1.00708,0.762939,0.0152588,0.244141,70,0.289917,0.0457764,3,105
231,-234.999,648,624,0.610352,0.930786,0.701904,0.0152588,0.228882,69,0.274658,0.0610352,3,105
232,-235.998,471,620,1.15967,0.961304,0.717163,0.0152588,0.244141,69,0.274658,0.0610352,3,105
233,-236.999,630,617,0.671387,0.915527,0.671387,0.0152588,0.244141,68,0.289917,0.0457764,3,105
234,-237.999,606,616,0.656128,0.991821,0.762939,0.0152588,0.228882,69,0.305176,0.0610352,3,105
235,-238.999,618,580,0.579834,1.0376,0.808716,0.0152588,0.228882,68,0.305176,0.0610352,3,105
236,-239.999,595,624,0.747681,0.930786,0.701904,0.0152588,0.228882,69,0.305176,0.0610352,3,105
237,-240.998,655,606,0.595093,0.930786,0.701904,0.0152588,0.228882,66,0.274658,0.0457764,3,105
238,-241.999,655,640,0.656128,0.869751,0.640869,0.0152588,0.228882,65,0.289917,0.0457764,3,105
239,-242.999,630,632,0.62561,0.961304,0.732422,0.0152588,0.228882,64,0.274658,0.0610352,3,105
240,-243.999,606,610,0.62561,1.02234,0.793457,0.0152588,0.228882,65,0.289917,0.0610352,3,105
